City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,description
260,Fairbanks,64.8378,-147.7164,7.61,77,100,4.61,US,2022-02-14 04:12:54,light snow
261,Hamilton,39.1834,-84.5333,19.24,79,0,9.22,US,2022-02-14 04:08:44,clear sky
262,Beringovskiy,63.05,179.3167,-22.54,96,37,9.66,RU,2022-02-14 04:12:54,scattered clouds
263,Lorengau,-2.0226,147.2712,84.02,72,71,2.98,PG,2022-02-14 04:12:55,broken clouds
264,Avera,33.194,-82.5271,44.47,38,0,13.82,US,2022-02-14 04:12:55,clear sky
265,Cabo San Lucas,22.8909,-109.9124,69.62,55,71,6.6,MX,2022-02-14 04:12:56,broken clouds
266,Lakes Entrance,-37.8811,147.981,93.58,58,9,10.16,AU,2022-02-14 04:12:56,clear sky
267,Zhangjiakou,40.81,114.8794,7.41,55,11,7.4,CN,2022-02-14 04:12:57,light snow
268,Pevek,69.7008,170.3133,-16.67,98,100,8.01,RU,2022-02-14 04:12:57,overcast clouds
269,Halifax,44.6453,-63.5724,22.48,90,100,5.01,CA,2022-02-14 04:12:54,overcast clouds
270,Berbera,10.4396,45.0143,73.17,70,43,6.71,SO,2022-02-14 04:12:58,scattered clouds
271,Mount Gambier,-37.8333,140.7667,75.81,50,13,10.36,AU,2022-02-14 04:12:58,few clouds
272,Ambilobe,-13.2,49.05,74.71,90,17,2.13,MG,2022-02-14 04:12:59,few clouds
273,Sao Felix Do Xingu,-6.6447,-51.995,70.05,90,100,1.25,BR,2022-02-14 04:12:59,overcast clouds
274,Mehamn,71.0357,27.8492,17.55,86,75,16.11,NO,2022-02-14 04:14:00,light snow
275,Tabuk,17.4189,121.4443,81.28,74,61,3.36,PH,2022-02-14 04:14:01,broken clouds
276,Bekhtery,46.251,32.2927,31.03,70,25,8.46,UA,2022-02-14 04:14:01,scattered clouds
277,Ust-Maya,60.4167,134.5333,-13.85,90,98,2.15,RU,2022-02-14 04:14:02,overcast clouds
278,Kodiak,57.79,-152.4072,31.51,80,0,6.91,US,2022-02-14 04:14:02,clear sky
279,Axim,4.8699,-2.2405,78.22,86,100,4.38,GH,2022-02-14 04:14:03,overcast clouds
280,Victoria,22.2855,114.1577,69.04,68,29,5.99,HK,2022-02-14 04:14:03,scattered clouds
281,Borzoy,42.8415,45.6275,16.03,77,29,4.74,RU,2022-02-14 04:14:04,scattered clouds
282,Gerash,27.6652,54.1371,52.36,49,16,3.89,IR,2022-02-14 04:14:04,few clouds
283,Viedma,-40.8135,-62.9967,77.76,18,0,11.88,AR,2022-02-14 04:14:05,clear sky
284,Kalulushi,-12.8378,28.0919,58.06,95,99,2.84,ZM,2022-02-14 04:14:05,overcast clouds
285,Lazaro Cardenas,17.9583,-102.2,75.58,72,90,4.52,MX,2022-02-14 04:11:19,overcast clouds
286,Tura,25.5198,90.2201,70.39,41,0,0.65,IN,2022-02-14 04:14:06,clear sky
287,Boa Vista,2.8197,-60.6733,80.58,69,0,12.66,BR,2022-02-14 04:14:06,clear sky
288,Cascais,38.6979,-9.4215,53.51,71,0,20.0,PT,2022-02-14 04:13:35,clear sky
289,Ikalamavony,-21.15,46.5833,68.04,83,4,5.21,MG,2022-02-14 04:14:07,clear sky
290,Dryden,49.7833,-92.7503,-5.51,77,75,3.44,CA,2022-02-14 04:14:07,haze
291,Coquimbo,-29.9533,-71.3436,64.13,77,0,4.61,CL,2022-02-14 04:14:08,clear sky
292,Noumea,-22.2763,166.4572,88.0,99,100,17.29,NC,2022-02-14 04:11:06,overcast clouds
293,Rockland,41.1668,-74.0496,26.49,63,51,1.01,US,2022-02-14 04:14:09,broken clouds
294,Lagoa,39.05,-27.9833,56.44,59,86,2.42,PT,2022-02-14 04:14:09,overcast clouds
295,Pozo Colorado,-23.4923,-58.7972,74.16,63,3,4.7,PY,2022-02-14 04:14:10,clear sky
296,Taltal,-25.4,-70.4833,67.51,79,3,1.63,CL,2022-02-14 04:14:10,clear sky
297,Mizan Teferi,6.9833,35.5833,68.41,53,93,1.97,ET,2022-02-14 04:14:10,overcast clouds
298,Sao Joao Da Barra,-21.6403,-41.0511,75.29,91,65,12.8,BR,2022-02-14 04:14:11,broken clouds
299,Port Saint John,28.477,-80.7887,60.94,80,0,14.0,US,2022-02-14 04:14:11,clear sky
300,Milas,37.3164,27.7839,42.15,93,40,4.61,TR,2022-02-14 04:14:12,scattered clouds
301,Hasaki,35.7333,140.8333,45.28,55,100,25.59,JP,2022-02-14 04:14:12,overcast clouds
302,Yumen,40.2833,97.2,31.57,32,28,15.59,CN,2022-02-14 04:14:13,scattered clouds
303,Maryville,35.7565,-83.9705,33.51,57,20,8.99,US,2022-02-14 04:10:29,few clouds
304,Huarmey,-10.0681,-78.1522,72.39,79,91,7.49,PE,2022-02-14 04:14:14,overcast clouds
305,Inhambane,-23.865,35.3833,75.9,79,0,7.54,MZ,2022-02-14 04:14:14,clear sky
306,Windhoek,-22.5594,17.0832,64.11,85,100,1.01,NA,2022-02-14 04:14:15,overcast clouds
307,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.11,76,41,8.48,BR,2022-02-14 04:14:15,scattered clouds
308,Kirakira,-10.4544,161.9205,81.45,80,100,4.14,SB,2022-02-14 04:14:16,overcast clouds
309,Plettenberg Bay,-34.0527,23.3716,66.92,91,100,13.87,ZA,2022-02-14 04:14:16,light rain
310,Aykhal,66.0,111.5,-0.17,62,25,0.58,RU,2022-02-14 04:14:16,scattered clouds
311,Batagay-Alyta,67.8006,130.4114,-5.96,76,54,3.8,RU,2022-02-14 04:12:15,broken clouds
312,Dabat,12.9842,37.765,53.64,54,39,6.42,ET,2022-02-14 04:14:17,scattered clouds
313,Vestmannaeyjar,63.4427,-20.2734,34.47,84,100,31.54,IS,2022-02-14 04:14:18,light snow
314,Pisco,-13.7,-76.2167,66.25,82,0,10.36,PE,2022-02-14 04:12:24,clear sky
315,San Andres,12.5847,-81.7006,80.62,74,20,13.8,CO,2022-02-14 04:15:19,few clouds
316,Vostok,46.4856,135.8833,17.65,88,100,3.87,RU,2022-02-14 04:15:19,light snow
317,Saint Marys,30.7305,-81.5465,51.91,44,0,13.8,US,2022-02-14 04:15:20,clear sky
318,Fiumicino,41.7675,12.2291,53.15,86,40,3.44,IT,2022-02-14 04:15:20,scattered clouds
319,Buta,2.7858,24.73,72.99,42,69,2.89,CD,2022-02-14 04:15:21,broken clouds
320,Kinango,-4.1372,39.3153,72.75,85,69,2.57,KE,2022-02-14 04:11:12,broken clouds
321,Kamenka,51.3223,42.7678,5.67,97,74,6.04,RU,2022-02-14 04:15:22,broken clouds
322,Zhongshu,24.5167,103.7667,55.8,57,47,7.0,CN,2022-02-14 04:15:22,scattered clouds
323,Minna,9.6139,6.5569,74.61,14,9,7.47,NG,2022-02-14 04:15:23,clear sky
324,Kalachinsk,55.0529,74.5751,-11.24,99,59,5.44,RU,2022-02-14 04:15:23,broken clouds
325,Kedrovyy,56.1667,91.8167,-8.14,84,45,4.56,RU,2022-02-14 04:12:10,scattered clouds
326,Hoquiam,46.9809,-123.8893,48.99,87,100,10.36,US,2022-02-14 04:15:24,overcast clouds
327,Puerto Madryn,-42.7692,-65.0385,70.45,57,12,27.72,AR,2022-02-14 04:15:24,few clouds
328,Conde,-7.2597,-34.9075,80.06,83,40,6.91,BR,2022-02-14 04:15:24,scattered clouds
329,Chokurdakh,70.6333,147.9167,-12.78,99,79,8.68,RU,2022-02-14 04:15:25,broken clouds
330,Husavik,66.0449,-17.3389,13.91,80,96,17.38,IS,2022-02-14 04:15:25,overcast clouds
331,Nur,52.6683,22.3221,31.78,66,5,10.42,PL,2022-02-14 04:15:26,clear sky
332,Chake Chake,-5.2459,39.7666,76.37,84,38,4.45,TZ,2022-02-14 04:15:26,scattered clouds
333,Dinguiraye,11.3,-10.7167,67.21,19,10,2.8,GN,2022-02-14 04:15:27,clear sky
334,Deputatskiy,69.3,139.9,-10.7,95,96,4.47,RU,2022-02-14 04:15:27,overcast clouds
335,Nizhniy Kuranakh,58.8353,125.4869,-7.28,93,100,1.68,RU,2022-02-14 04:15:28,overcast clouds
336,Mahajanga,-15.7167,46.3167,76.68,87,29,8.97,MG,2022-02-14 04:12:22,scattered clouds
337,Pangkalanbuun,-2.6833,111.6167,88.65,59,91,3.31,ID,2022-02-14 04:15:28,overcast clouds
338,Buraydah,26.326,43.975,39.65,34,0,3.0,SA,2022-02-14 04:15:29,clear sky
339,Ballina,-28.8667,153.5667,78.98,88,51,13.11,AU,2022-02-14 04:15:29,light rain
340,Bereda,43.2686,-7.5406,44.35,100,94,6.33,ES,2022-02-14 04:15:30,light rain
341,Katsuura,35.1333,140.3,49.1,64,99,22.39,JP,2022-02-14 04:15:30,moderate rain
342,Najran,17.4924,44.1277,48.85,49,20,1.14,SA,2022-02-14 04:15:31,few clouds
343,Hokitika,-42.7167,170.9667,63.77,60,0,8.57,NZ,2022-02-14 04:15:31,clear sky
344,Aksarka,66.5606,67.7975,-13.5,98,100,3.15,RU,2022-02-14 04:15:32,overcast clouds
345,Waris Aliganj,25.0167,85.6333,64.56,45,0,4.52,IN,2022-02-14 04:15:32,clear sky
346,Grevesmuhlen,53.8667,11.1833,44.35,77,100,18.45,DE,2022-02-14 04:15:32,overcast clouds
347,Svetlyy,54.675,20.1347,35.65,75,100,17.36,RU,2022-02-14 04:15:33,overcast clouds
348,Shitanjing,39.2342,106.3439,22.15,47,100,3.49,CN,2022-02-14 04:15:33,overcast clouds
349,Raudeberg,61.9875,5.1352,38.07,93,100,18.01,NO,2022-02-14 04:15:34,overcast clouds
350,Umea,63.8284,20.2597,24.73,93,0,5.75,SE,2022-02-14 04:15:34,clear sky
351,Uruburetama,-3.625,-39.5083,74.34,94,75,3.04,BR,2022-02-14 04:15:34,broken clouds
352,Touros,-5.1989,-35.4608,79.7,78,6,10.6,BR,2022-02-14 04:12:51,clear sky
353,Zyryanka,65.75,150.85,-17.54,90,11,5.46,RU,2022-02-14 04:15:35,few clouds
354,Porto Belo,-27.1578,-48.5531,73.63,87,69,3.6,BR,2022-02-14 04:15:35,broken clouds
355,Hollola,61.05,25.4333,33.03,97,100,8.57,FI,2022-02-14 04:15:36,overcast clouds
356,Katherine,-14.4667,132.2667,93.52,43,0,6.91,AU,2022-02-14 04:15:07,clear sky
357,Ulmeni,47.4667,23.3,29.64,83,45,3.83,RO,2022-02-14 04:15:36,scattered clouds
358,Huizen,52.2992,5.2417,54.0,69,100,21.41,NL,2022-02-14 04:15:37,overcast clouds
359,Waipawa,-41.4122,175.5153,61.45,71,100,12.57,NZ,2022-02-14 04:15:37,overcast clouds
360,Basco,20.4487,121.9702,73.94,82,100,30.11,PH,2022-02-14 04:15:38,overcast clouds
361,Sandy Bay,-42.913,147.3532,72.05,63,75,11.5,AU,2022-02-14 04:16:38,broken clouds
362,Puksoozero,62.5903,40.6066,25.97,96,100,8.88,RU,2022-02-14 04:16:39,light snow
363,Karibib,-21.9333,15.8333,67.37,87,100,9.73,NA,2022-02-14 04:16:39,light rain
364,Maceio,-9.6658,-35.7353,76.44,88,40,3.44,BR,2022-02-14 04:16:39,scattered clouds
365,Novoilinsk,51.6829,108.7143,-1.41,77,38,3.85,RU,2022-02-14 04:16:40,scattered clouds
366,Crestview,30.7621,-86.5705,45.68,63,0,3.44,US,2022-02-14 04:16:40,clear sky
367,Itarema,-2.9248,-39.9167,78.82,82,22,11.23,BR,2022-02-14 04:16:41,few clouds
368,Zinder,13.8072,8.9881,64.11,13,1,8.72,NE,2022-02-14 04:16:41,clear sky
369,Alofi,-19.0595,-169.9187,82.29,74,99,11.5,NU,2022-02-14 04:16:42,overcast clouds
370,Kingsport,36.5484,-82.5618,34.99,40,100,9.22,US,2022-02-14 04:16:42,overcast clouds
371,Ucluelet,48.9329,-125.5528,47.08,88,100,5.01,CA,2022-02-14 04:15:47,overcast clouds
372,Zyryanskoye,56.8306,86.6258,13.23,95,100,11.16,RU,2022-02-14 04:16:43,light snow
373,Hualmay,-11.0964,-77.6139,70.84,82,99,8.03,PE,2022-02-14 04:16:43,overcast clouds
374,Trinidad,-14.8333,-64.9,70.59,94,79,2.62,BO,2022-02-14 04:14:59,broken clouds
375,Ginda,30.6945,78.4932,40.17,20,1,4.0,IN,2022-02-14 04:16:44,clear sky
376,Nan,18.8333,100.6667,80.62,36,0,4.61,TH,2022-02-14 04:16:44,clear sky
377,Shaoyang,27.2315,111.4525,49.06,66,9,1.01,CN,2022-02-14 04:16:45,clear sky
378,Campos Belos,-13.0367,-46.7717,69.12,94,97,1.45,BR,2022-02-14 04:16:46,overcast clouds
379,Vardo,70.3705,31.1107,17.8,79,100,13.89,NO,2022-02-14 04:16:46,overcast clouds
380,Agdam,39.991,46.9274,34.11,95,100,5.53,AZ,2022-02-14 04:16:47,overcast clouds
381,Iranshahr,27.2025,60.6848,57.54,62,14,0.0,IR,2022-02-14 04:16:47,few clouds
382,Sakakah,29.9697,40.2064,40.57,32,13,4.74,SA,2022-02-14 04:16:48,few clouds
383,Labuhan,-6.8844,112.2051,79.18,84,95,4.52,ID,2022-02-14 04:16:48,moderate rain
384,Ekhabi,53.5102,142.9671,-2.31,91,15,14.5,RU,2022-02-14 04:16:49,few clouds
385,Kichera,55.9375,110.0997,-2.85,75,7,4.27,RU,2022-02-14 04:16:49,clear sky
386,Whitecourt,54.1502,-115.6855,31.24,64,75,9.22,CA,2022-02-14 04:15:47,broken clouds
387,Valparaiso,-33.0393,-71.6273,66.47,79,0,4.61,CL,2022-02-14 04:16:50,clear sky
388,Naron,43.5167,-8.1528,51.03,82,68,18.88,ES,2022-02-14 04:16:50,light rain
389,Azua,18.4532,-70.7349,69.06,68,4,4.45,DO,2022-02-14 04:16:51,clear sky
390,Ulety,51.3572,112.4849,-5.26,82,75,0.76,RU,2022-02-14 04:16:51,broken clouds
391,Sioux Lookout,50.1001,-91.917,-7.22,84,40,2.3,CA,2022-02-14 04:16:52,scattered clouds
392,Palu,-0.8917,119.8707,80.96,81,100,0.45,ID,2022-02-14 04:16:52,overcast clouds
393,Klamath Falls,42.2249,-121.7817,52.86,50,0,5.75,US,2022-02-14 04:15:34,clear sky
394,Marsh Harbour,26.5412,-77.0636,73.09,76,100,21.27,BS,2022-02-14 04:16:53,overcast clouds
395,Karratha,-20.7377,116.8463,99.1,34,68,8.88,AU,2022-02-14 04:16:54,broken clouds
396,Faya,18.3851,42.4509,44.71,61,9,2.75,SA,2022-02-14 04:16:54,clear sky
397,Charters Towers,-20.1,146.2667,88.29,34,12,12.66,AU,2022-02-14 04:16:55,few clouds
398,Juneau,58.3019,-134.4197,33.84,94,100,0.0,US,2022-02-14 04:16:55,fog
399,Kavieng,-2.5744,150.7967,83.68,73,92,5.79,PG,2022-02-14 04:16:56,light rain
400,Lumeje,-11.55,20.7833,63.81,93,99,4.05,AO,2022-02-14 04:16:56,light rain
401,Bobo Dioulasso,11.1771,-4.2979,69.58,15,3,6.33,BF,2022-02-14 04:16:57,clear sky
402,Uni,57.7535,51.4923,-4.4,100,76,3.06,RU,2022-02-14 04:16:57,broken clouds
403,Beidao,34.5686,105.8933,36.75,81,100,4.68,CN,2022-02-14 04:16:57,overcast clouds
404,Puerto Maldonado,-12.6,-69.1833,69.48,94,84,0.83,PE,2022-02-14 04:16:58,broken clouds
405,Lodja,-3.4833,23.4333,69.13,91,100,2.42,CD,2022-02-14 04:16:58,overcast clouds
406,Port Hedland,-20.3167,118.5667,100.45,34,13,10.36,AU,2022-02-14 04:16:59,few clouds
407,Talnakh,69.4865,88.3972,-7.37,70,10,8.66,RU,2022-02-14 04:16:59,clear sky
408,Poole,50.7167,-2.0,45.05,92,100,7.0,GB,2022-02-14 04:17:00,overcast clouds
409,Mildura,-34.2,142.15,101.07,15,2,8.05,AU,2022-02-14 04:18:00,clear sky
410,Meulaboh,4.1363,96.1285,84.34,67,96,2.46,ID,2022-02-14 04:18:01,overcast clouds
411,Zabol,32.25,67.25,42.19,46,95,3.24,AF,2022-02-14 04:18:01,overcast clouds
412,Mtinko,-4.55,34.85,61.72,90,100,2.59,TZ,2022-02-14 04:18:02,light rain
413,Baykit,61.67,96.37,-6.9,94,47,2.95,RU,2022-02-14 04:18:02,scattered clouds
414,Havoysund,70.9963,24.6622,27.48,81,100,20.71,NO,2022-02-14 04:13:39,light snow
415,Batemans Bay,-35.7167,150.1833,92.19,45,100,12.55,AU,2022-02-14 04:18:03,overcast clouds
416,Masuda,34.6667,131.85,50.27,57,20,5.75,JP,2022-02-14 04:18:04,few clouds
417,Nelson Bay,-32.7167,152.15,83.28,56,70,4.0,AU,2022-02-14 04:18:04,broken clouds
418,Naze,28.3667,129.4833,56.32,76,100,18.75,JP,2022-02-14 04:18:04,overcast clouds
419,Rocha,-34.4833,-54.3333,58.17,62,25,8.28,UY,2022-02-14 04:18:05,scattered clouds
420,Iskateley,67.6803,53.1512,-2.38,99,42,9.62,RU,2022-02-14 04:18:05,scattered clouds
421,Port Hardy,50.6996,-127.4199,48.76,79,100,9.42,CA,2022-02-14 04:13:33,overcast clouds
422,Semiluki,51.6853,39.0279,21.65,79,75,4.47,RU,2022-02-14 04:18:06,broken clouds
423,Egvekinot,66.3167,-179.1667,-18.9,90,12,7.63,RU,2022-02-14 04:17:35,few clouds
424,Grafenhainichen,51.7333,12.45,41.41,60,83,12.33,DE,2022-02-14 04:18:06,broken clouds
425,Rock Sound,24.9,-76.2,76.37,80,93,13.78,BS,2022-02-14 04:18:07,overcast clouds
426,Monroe,43.1501,-77.6831,13.96,83,75,4.61,US,2022-02-14 04:16:26,broken clouds
427,Mandi Bahauddin,32.5834,73.4843,58.42,54,100,0.74,PK,2022-02-14 04:18:08,overcast clouds
428,Chuy,-33.6971,-53.4616,58.28,64,5,9.42,UY,2022-02-14 04:14:51,clear sky
429,Dhamtari,20.7072,81.5497,69.6,18,2,5.68,IN,2022-02-14 04:18:08,clear sky
430,Chernyshevskiy,63.0128,112.4714,-6.47,96,100,1.52,RU,2022-02-14 04:18:09,overcast clouds
431,Fairlie,55.756,-4.8556,42.42,90,100,6.4,GB,2022-02-14 04:18:09,light rain
432,Dalhousie,32.5333,75.9833,45.16,40,100,0.34,IN,2022-02-14 04:15:47,overcast clouds
433,Kazanskoye,55.6448,69.235,-3.98,100,100,3.42,RU,2022-02-14 04:18:10,overcast clouds
434,Nioro,13.35,-15.75,70.16,19,32,6.17,GM,2022-02-14 04:18:11,scattered clouds
435,Gizo,-8.103,156.8419,83.77,71,70,7.45,SB,2022-02-14 04:18:11,light rain
436,Mayo,38.8876,-76.5119,31.12,66,0,9.22,US,2022-02-14 04:18:12,clear sky
437,La Victoria,10.2184,-67.3302,72.64,86,42,3.58,VE,2022-02-14 04:14:22,scattered clouds
438,Northam,51.0333,-4.2167,44.62,83,50,17.13,GB,2022-02-14 04:18:13,scattered clouds
439,Ossora,59.2353,163.0719,-0.45,82,83,6.69,RU,2022-02-14 04:18:13,broken clouds
440,Lulea,65.5842,22.1547,3.27,92,15,1.14,SE,2022-02-14 04:18:14,few clouds
441,Langsa,4.4683,97.9683,89.37,54,47,3.8,ID,2022-02-14 04:18:14,scattered clouds
442,Ngunguru,-35.6167,174.5,77.16,54,63,5.7,NZ,2022-02-14 04:18:15,broken clouds
443,Saint-Louis,16.3333,-15.0,68.31,19,98,9.57,SN,2022-02-14 04:18:15,overcast clouds
444,Chester,40.1254,-75.8749,26.22,72,0,6.91,US,2022-02-14 04:17:22,clear sky
445,Crossville,35.949,-85.0269,29.32,67,0,4.61,US,2022-02-14 04:18:16,clear sky
446,Bosaso,11.2842,49.1816,73.56,71,38,2.89,SO,2022-02-14 04:18:16,scattered clouds
447,Zhigansk,66.7697,123.3711,-26.21,96,74,1.45,RU,2022-02-14 04:18:17,broken clouds
448,Port Moresby,-9.4431,147.1797,84.16,69,22,11.9,PG,2022-02-14 04:18:18,few clouds
449,Chany,55.3121,76.7647,-5.76,98,41,7.27,RU,2022-02-14 04:18:18,scattered clouds
450,Sakaiminato,35.55,133.2333,49.98,53,75,19.57,JP,2022-02-14 04:18:19,broken clouds
451,El Fuerte,26.4189,-108.6194,69.35,34,97,1.9,MX,2022-02-14 04:18:19,overcast clouds
452,Tynda,55.1667,124.7167,0.0,69,89,2.75,RU,2022-02-14 04:18:20,overcast clouds
453,Havre-Saint-Pierre,50.2334,-63.5986,-0.4,70,0,11.5,CA,2022-02-14 04:18:21,clear sky
454,Grand Gaube,-20.0064,57.6608,83.37,77,100,7.0,MU,2022-02-14 04:15:38,overcast clouds
455,Lazdijai,54.2333,23.5167,30.67,76,92,12.55,LT,2022-02-14 04:19:21,overcast clouds
456,Clyde River,70.4692,-68.5914,-12.77,77,100,28.77,CA,2022-02-14 04:19:22,light snow
457,Richards Bay,-28.783,32.0377,75.9,89,100,13.53,ZA,2022-02-14 04:18:14,light rain
458,Dehloran,32.6941,47.2679,56.89,37,0,2.35,IR,2022-02-14 04:19:23,clear sky
459,Cayenne,4.9333,-52.3333,77.09,90,100,5.99,GF,2022-02-14 04:15:15,overcast clouds
460,Tautira,-17.7333,-149.15,80.62,78,79,16.51,PF,2022-02-14 04:19:24,light rain
461,Wuchang,44.9143,127.15,10.11,77,100,6.51,CN,2022-02-14 04:19:24,overcast clouds
462,Princeville,45.7668,-61.2985,21.51,92,100,8.05,CA,2022-02-14 04:19:24,light snow
463,Balaipungut,1.05,101.2833,84.61,59,62,0.47,ID,2022-02-14 04:19:25,broken clouds
464,La Florida,1.2985,-77.4061,55.42,97,100,1.39,CO,2022-02-14 04:19:25,light rain
465,Jian,27.1172,114.9793,51.3,65,48,4.25,CN,2022-02-14 04:19:26,scattered clouds
466,Bolu,40.6667,31.5833,33.13,95,99,2.95,TR,2022-02-14 04:19:26,overcast clouds
467,Aknada,42.4016,46.1723,14.61,89,52,6.33,RU,2022-02-14 04:19:26,broken clouds
468,Vanavara,60.34,102.2797,-8.32,89,38,5.93,RU,2022-02-14 04:19:27,scattered clouds
469,Yuanping,38.7153,112.7575,23.77,40,94,5.79,CN,2022-02-14 04:19:27,overcast clouds
470,Takhli,15.2634,100.3438,85.3,58,56,10.94,TH,2022-02-14 04:19:28,broken clouds
471,Kabanjahe,3.1001,98.4908,74.16,67,95,1.95,ID,2022-02-14 04:19:28,overcast clouds
472,Drakino,51.139,39.4021,8.73,94,50,6.42,RU,2022-02-14 04:19:29,scattered clouds
473,Andenes,69.3143,16.1194,30.18,86,100,3.44,NO,2022-02-14 04:19:29,light shower snow
474,Vikhorevka,56.1201,101.1636,-7.76,94,100,3.36,RU,2022-02-14 04:19:30,overcast clouds
475,Kenai,60.5544,-151.2583,26.69,100,100,0.0,US,2022-02-14 04:15:16,fog
476,Severobaykalsk,55.65,109.3167,-3.93,76,14,2.55,RU,2022-02-14 04:19:30,few clouds
477,Dong Xoai,11.5333,106.9167,94.37,42,61,2.3,VN,2022-02-14 04:14:57,broken clouds
478,Petatlan,17.5167,-101.2667,74.23,64,82,3.11,MX,2022-02-14 04:19:31,broken clouds
479,Punta Gorda,26.9298,-82.0454,60.82,81,0,5.75,US,2022-02-14 04:19:31,clear sky
480,Tieling,42.2931,123.8414,15.37,67,100,15.41,CN,2022-02-14 04:19:32,overcast clouds
481,Rozmital Pod Tremsinem,49.602,13.8643,29.17,100,4,3.53,CZ,2022-02-14 04:19:32,clear sky
482,Santa Lucia,27.9117,-15.5407,54.72,67,20,10.36,ES,2022-02-14 04:19:33,few clouds
483,Sompeta,18.9333,84.6,73.29,44,19,5.61,IN,2022-02-14 04:19:33,few clouds
484,Lethem,3.3803,-59.7968,77.0,76,34,12.55,GY,2022-02-14 04:19:34,scattered clouds
485,Wenling,28.3669,121.36,57.9,65,10,11.95,CN,2022-02-14 04:19:34,clear sky
486,Santa Rosa,14.3122,121.1114,87.78,66,36,7.96,PH,2022-02-14 04:19:35,scattered clouds
487,Mabaruma,8.2,-59.7833,70.11,96,99,2.48,GY,2022-02-14 04:19:35,overcast clouds
488,Khash,28.2211,61.2158,46.74,66,84,11.03,IR,2022-02-14 04:19:36,broken clouds
489,Lamlash,55.5336,-5.1296,42.49,85,100,5.37,GB,2022-02-14 04:19:36,moderate rain
490,Seminole,28.7086,-81.2081,59.36,76,0,13.8,US,2022-02-14 04:19:36,clear sky
491,Lingao,19.9103,109.6859,62.33,86,100,9.35,CN,2022-02-14 04:19:37,overcast clouds
492,Pailitas,8.9565,-73.6255,77.22,73,21,2.1,CO,2022-02-14 04:19:38,few clouds
493,Cusset,46.13,3.4596,51.35,81,100,12.68,FR,2022-02-14 04:19:38,overcast clouds
494,Saint-Augustin,51.226,-58.6502,-24.97,93,43,6.15,CA,2022-02-14 04:19:39,scattered clouds
495,Gat,31.61,34.7642,52.48,100,99,4.92,IL,2022-02-14 04:18:03,overcast clouds
496,Ust-Nera,64.5667,143.2,-19.37,96,48,1.23,RU,2022-02-14 04:19:39,scattered clouds
497,Kudahuvadhoo,2.6708,72.8944,81.45,76,73,8.39,MV,2022-02-14 04:19:40,broken clouds
498,Sabha,27.0377,14.4283,48.4,41,0,11.56,LY,2022-02-14 04:19:40,clear sky
499,Coihaique,-45.5752,-72.0662,56.01,67,91,2.3,CL,2022-02-14 04:19:41,overcast clouds
500,Ponta Delgada,37.7333,-25.6667,57.51,67,75,6.91,PT,2022-02-14 04:20:41,broken clouds
501,Merauke,-8.4667,140.3333,85.12,66,73,11.48,ID,2022-02-14 04:20:41,broken clouds
502,Shahrud,36.4182,54.9763,32.5,74,9,7.38,IR,2022-02-14 04:20:42,clear sky
503,College,64.8569,-147.8028,7.59,80,75,4.61,US,2022-02-14 04:19:48,mist
504,Dunedin,-45.8742,170.5036,61.81,61,86,11.01,NZ,2022-02-14 04:20:42,overcast clouds
505,Nhulunbuy,-12.2333,136.7667,90.21,55,75,16.11,AU,2022-02-14 04:20:43,broken clouds
506,Westport,41.1415,-73.3579,27.32,61,100,12.66,US,2022-02-14 04:20:07,overcast clouds
507,Jieshi,22.8134,115.8257,64.94,67,84,9.82,CN,2022-02-14 04:20:44,broken clouds
508,Musoma,-1.5,33.8,68.4,77,88,5.95,TZ,2022-02-14 04:20:44,overcast clouds
509,Puerto Escondido,15.85,-97.0667,81.43,57,40,10.36,MX,2022-02-14 04:18:34,scattered clouds
510,Arkhangelsk,64.5401,40.5433,17.71,85,100,8.95,RU,2022-02-14 04:20:45,light shower snow
511,Zheleznodorozhnyy,55.7503,38.0042,27.12,87,100,11.03,RU,2022-02-14 04:20:45,light snow
512,Mantua,45.1667,10.7833,38.71,78,66,1.99,IT,2022-02-14 04:20:46,broken clouds
513,Heihe,50.2441,127.4902,5.58,88,100,6.46,CN,2022-02-14 04:20:46,overcast clouds
514,Atasu,48.6814,71.6433,25.21,96,100,17.38,KZ,2022-02-14 04:20:47,light snow
515,Oktyabrskiy,54.4815,53.471,-0.83,100,100,2.75,RU,2022-02-14 04:20:47,overcast clouds
516,Mocuba,-16.8392,36.9856,72.39,98,100,2.28,MZ,2022-02-14 04:20:47,overcast clouds
517,Otake,34.2,132.2167,51.28,46,75,4.61,JP,2022-02-14 04:20:48,broken clouds
518,Ancud,-41.8697,-73.8203,57.42,95,20,1.83,CL,2022-02-14 04:20:48,few clouds
519,Bubaque,11.2833,-15.8333,77.95,59,0,4.09,GW,2022-02-14 04:20:49,clear sky
520,Shellbrook,53.2168,-106.4011,-2.97,100,31,4.14,CA,2022-02-14 04:20:49,scattered clouds
521,Chardara,41.2547,67.9692,42.75,56,100,17.85,KZ,2022-02-14 04:20:50,overcast clouds
522,Bilma,18.6853,12.9164,61.52,16,0,6.82,NE,2022-02-14 04:20:50,clear sky
523,Muyezerskiy,63.9333,31.65,32.5,96,100,14.0,RU,2022-02-14 04:20:15,overcast clouds
